brand,cpu_type,cpu_speed,max_cpu_speed,gpu_type,ram_type,ram,ram_speed,storage,screen_size,resolution,webcam,num_sd_slot,material,os,audio_tech,bluetooth_tech,wifi_tech,weight,thickness,width,length,released,ppi,has_lightning,has_thundebolt,has_touchscreen,has_fingerprint,has_camera_lock,has_180_degree,has_face_id,has_antiglare,new_warranty,used_warranty,used_price
Lenovo,i3,<1.8,<3.5,Intel,DDR4,4.0,2666.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 5,1.8,18.9,245.0,364.0,2020.0,141.21199808219862,0,0,0,1,0,1,0,1,12,6.0,10990000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR3L,8.0,2133.0,512 GB,13.3,Full HD,HD,4,Kim loại,Windows,Dolby,,,1.09,11.9,210.0,307.0,2019.0,165.6321180513006,1,1,0,1,0,0,0,0,12,3.0,19650000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,LPDDR4X,16.0,4266.0,512 GB,13.3,> Full HD,HD,0,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,0.966,15.0,208.85,295.88,2020.0,226.98300468106115,1,1,0,0,0,1,1,1,24,15.5,23160000.0
Lenovo,i7,>2.5,>4.2,Intel,LPDDR4X,16.0,4266.0,1 TB,13.3,> Full HD,HD,0,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,0.966,15.0,208.85,295.88,2020.0,226.98300468106115,1,1,0,0,0,1,1,1,24,15.0,27510000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,0,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.43,17.7,214.6,320.4,2020.0,157.3505121487356,1,1,1,1,1,0,0,0,24,21.0,22690000.0
Lenovo,i7,>2.5,>4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,0,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.43,17.7,214.6,320.4,2020.0,157.3505121487356,1,1,1,1,1,0,0,0,24,21.5,25440000.0
Lenovo,i7,>2.5,>4.2,Intel,DDR4,16.0,4266.0,1 TB,14.0,> Full HD,HD,0,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.37,15.7,216.4,319.4,2021.0,314.7010242974712,1,1,1,1,1,0,0,0,24,19.5,42970000.0
Lenovo,i7,1.8-2.5,3.5-4.2,Intel,DDR4,16.0,2400.0,512 GB,Others,> Full HD,VGA,0,Kim loại,Windows,Dolby,4.1,Wi-Fi 5,1.38,14.5,227.0,322.0,2019.0,316.96506044349616,1,1,1,1,0,0,0,0,12,3.0,40940000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2666.0,512 GB,Others,> Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.1683,9.19,207.4,297.4,2020.0,195.93653120425253,1,0,1,0,0,0,1,0,24,11.0,20710000.0
Lenovo,i7,1.8-2.5,>4.2,Intel,DDR4,8.0,2666.0,512 GB,Others,> Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.1683,9.19,207.4,297.4,2020.0,195.93653120425253,1,0,1,0,0,0,1,0,24,15.5,24200000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.55,15.1,208.18,320.6,2020.0,157.3505121487356,1,0,0,0,0,1,0,0,24,18.5,19130000.0
Lenovo,i7,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.55,15.1,208.18,320.6,2020.0,157.3505121487356,1,0,0,0,0,1,0,0,24,13.5,20530000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.36,14.9,208.18,320.6,2020.0,157.3505121487356,1,1,0,1,0,1,1,0,24,17.0,19240000.0
Lenovo,i7,>2.5,>4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.36,14.9,208.18,320.6,2020.0,157.3505121487356,1,1,0,1,0,1,1,0,24,18.0,21990000.0
MSI,i5,1.8-2.5,>4.2,NVIDIA GTX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,Nahimic,5.1,Wi-Fi 6,1.86,21.7,254.0,359.0,2021.0,141.21199808219862,1,0,0,0,0,0,0,1,12,10.5,18320000.0
MSI,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,Nahimic,5.1,Wi-Fi 6,1.86,21.7,254.0,359.0,2021.0,141.21199808219862,1,0,0,0,0,0,0,1,12,11.0,20280000.0
MSI,i7,>2.5,>4.2,NVIDIA RTX,DDR4,16.0,3200.0,512 GB,15.6,Full HD,HD,0,Nhựa + kim loại,Windows,Nahimic,5.1,Wi-Fi 6,1.86,21.7,254.0,359.0,2021.0,141.21199808219862,1,0,0,0,0,0,0,0,12,8.5,27190000.0
MSI,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Realtek,5.1,Wi-Fi 6,2.3,27.5,248.0,357.0,2020.0,141.21199808219862,1,0,0,0,0,0,0,1,24,18.5,20020000.0
MSI,i7,1.8-2.5,>4.2,NVIDIA RTX,DDR4,16.0,3200.0,1 TB,Others,Full HD,HD,1,Kim loại,Windows,Nahimic,5.2,Wi-Fi 6,2.9,25.9,284.0,397.0,2021.0,127.33567457123112,1,0,0,0,0,0,0,0,24,20.0,43880000.0
MSI,i7,>2.5,>4.2,NVIDIA GTX,DDR4,16.0,2666.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Stereo,5.1,Wi-Fi 6,2.3,21.7,254.0,359.0,2020.0,141.21199808219862,1,0,0,0,0,0,0,0,24,20.0,27320000.0
MSI,i7,1.8-2.5,>4.2,NVIDIA RTX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,0,Nhựa,Windows,Nahimic,5.2,Wi-Fi 6,2.1,24.9,259.0,359.0,2021.0,141.21199808219862,1,0,0,0,0,0,0,0,12,8.5,25100000.0
MSI,i3,>2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,256 GB,14.0,Full HD,HD,1,Kim loại,Windows,Nahimic,5.1,Wi-Fi 6,1.3,18.1,219.0,319.0,2021.0,157.3505121487356,1,0,0,0,0,0,0,1,12,10.5,12820000.0
Apple,i7,>2.5,>4.2,Radeon,DDR4,,2666.0,512 GB,Others,> Full HD,HD,0,Kim loại,MacOS,Dolby,5.0,Wi-Fi 5,2.0,16.2,245.9,357.9,2019.0,226.4155471693585,1,1,0,1,0,0,0,0,12,3.0,49130000.0
