brand,cpu_type,cpu_speed,max_cpu_speed,num_core,num_thread,cached_cpu,gpu_type,ram_type,ram,max_ram,ram_speed,storage,screen_size,resolution,scan_frequency,webcam,sd_slot,material,battery,os,audio_tech,bluetooth_tech,wifi_tech,weight,thickness,width,length,released,has_lightning,has_thundebolt,has_touchscreen,has_fingerprint,has_camera_lock,has_180_degree,has_face_id,has_antiglare,saved_percent,saved_money,new_warranty,used_warranty,new_price,used_price,ppi
Dell,i5,1.6,3.9,,,,NVIDIA MX,DDR4,8.0,32.0,2666.0,256.0,14.0,1920 x 1080,,HD,SD,Nhựa,,Windows,Waves MaxxAudio,5.0,Wi-Fi 5,1.67,19.1,232.0,324.3,,1,0,,1,0,0,0,1,,,12,6.0,,19000000.0,157.3505121487356
Dell,i5,1.6,3.9,,,,NVIDIA MX,DDR4,8.0,16.0,1600.0,256.0,14.0,1920 x 1080,,HD,SD,Nhựa,,Windows,Realtek,5.0,Wi-Fi 5,1.9,20.0,232.0,328.0,2018.0,1,0,Có,1,0,0,0,0,,,12,3.0,,19180000.0,157.3505121487356
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,LPDDR4X,8.0,,4267.0,512.0,13.3,1920 x 1080,60.0,HD,Micro SD,Kim loại,60,Windows,Realtek,5.0,Wi-Fi 6,1.37,16.74,206.4,305.2,2020.0,1,1,Có,1,1,0,0,0,24.0,6950000.0,12,4.0,28490000.0,21540000.0,165.6321180513006
Dell,i7,2.8,4.7,4.0,8.0,12.0,Intel,DDR4,16.0,,4267.0,512.0,13.3,3840 x 2160,,HD,Micro SD,Kim loại,60,Windows,Realtek,5.0,Wi-Fi 6,1.37,16.7,206.0,305.0,2021.0,1,1,Có,1,0,0,0,0,12.0,4190000.0,12,10.5,32990000.0,28800000.0,331.2642361026012
Dell,i5,2.4,4.2,4.0,8.0,8.0,NVIDIA MX,LPDDR4X,16.0,,4267.0,512.0,14.0,2560 x 1600,60.0,HD,Micro SD,Nhựa,52,Windows,Realtek,5.1,Wi-Fi 6,1.35,16.75,224.5,321.7,2020.0,1,1,,1,1,0,0,1,13.0,4150000.0,12,10.0,30490000.0,26340000.0,215.6338544470081
Dell,i5,2.5,4.5,4.0,8.0,8.0,NVIDIA GTX,DDR4,8.0,24.0,2933.0,512.0,15.6,1920 x 1080,60.0,HD,Micro SD,Kim loại,56,Windows,Realtek,5.1,Wi-Fi 6,1.9,18.9,234.5,356.1,2020.0,1,0,,1,0,0,0,0,,30490000.0,12,9.5,30490000.0,26070000.0,141.21199808219862
Dell,i7,2.6,5.0,,,,NVIDIA GTX,DDR4,8.0,16.0,2933.0,512.0,15.6,1920 x 1080,,HD,Micro SD,,56,Windows,Realtek,5.0,Wi-Fi 6,1.81,18.9,234.5,356.1,2020.0,1,0,,1,0,0,0,1,,,12,10.5,,27930000.0,141.21199808219862
Dell,i5,2.4,4.1,,,,NVIDIA GTX,DDR4,8.0,32.0,2666.0,256.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Waves MaxxAudio,5.0,Wi-Fi 5,2.0,20.0,239.0,358.0,2019.0,1,0,,1,0,0,0,0,,,12,3.0,,18810000.0,141.21199808219862
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,3200.0,256.0,15.6,1920 x 1080,,HD,Micro SD,Nhựa,41,Windows,Realtek,5.1,Wi-Fi 6,1.79,18.0,240.9,361.0,2021.0,1,0,,0,0,0,0,1,12.0,3140000.0,12,10.5,24690000.0,21550000.0,141.21199808219862
Dell,i5,1.6,3.9,,,,Intel,DDR4,4.0,32.0,2666.0,1024.0,14.0,1920 x 1080,,HD,SD,Nhựa,,Windows,Waves MaxxAudio,5.0,Wi-Fi 5,1.7,16.1,240.0,343.0,2018.0,1,0,,1,0,0,0,1,,,12,3.0,,13650000.0,157.3505121487356
Dell,i3,3.0,4.1,,,,Intel,DDR4,8.0,16.0,2666.0,256.0,14.0,1920 x 1080,,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.64,19.9,239.5,328.7,2020.0,0,0,,0,0,0,0,0,13.0,2090000.0,12,10.0,15390000.0,13300000.0,157.3505121487356
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,16.0,2666.0,256.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,42,Windows,Realtek,,Wi-Fi 5,1.64,19.9,239.5,328.7,2021.0,0,0,,0,0,0,0,1,11.0,2230000.0,12,11.0,18890000.0,16660000.0,157.3505121487356
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,16.0,,256.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.64,19.9,239.5,328.7,2020.0,0,0,,0,0,0,0,0,14.0,2700000.0,12,9.5,18590000.0,15890000.0,157.3505121487356
Dell,i7,2.8,4.7,,,,NVIDIA MX,DDR4,8.0,16.0,3200.0,512.0,14.0,1920 x 1080,,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.64,19.9,239.5,328.7,2020.0,0,0,,0,0,0,0,1,12.0,3300000.0,12,10.5,25990000.0,22690000.0,157.3505121487356
Dell,R5,2.1,3.7,4.0,8.0,,AMD,DDR4,4.0,16.0,2400.0,256.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.7,19.9,239.5,328.7,2020.0,0,0,,0,0,0,0,1,13.0,2240000.0,12,10.0,16490000.0,14250000.0,157.3505121487356
Dell,R5,2.1,3.7,4.0,8.0,,AMD,DDR4,8.0,16.0,2400.0,512.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.7,19.9,239.5,328.7,2020.0,0,0,,0,0,0,0,1,13.0,2510000.0,12,10.0,18490000.0,15980000.0,157.3505121487356
Dell,i5,2.4,4.2,,,,NVIDIA MX,DDR4,4.0,16.0,3200.0,256.0,15.6,1920 x 1080,,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.98,19.9,249.0,363.96,2020.0,0,0,,0,0,0,0,1,13.0,2620000.0,12,10.0,19290000.0,16670000.0,141.21199808219862
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,2666.0,512.0,15.6,1920 x 1080,60.0,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.98,19.9,249.0,364.0,2021.0,0,0,,0,0,0,0,1,11.0,2480000.0,12,11.0,20990000.0,18510000.0,141.21199808219862
Dell,i7,2.8,4.7,4.0,8.0,12.0,NVIDIA MX,DDR4,8.0,,4267.0,512.0,13.3,1920 x 1080,60.0,HD,Micro SD,Nhựa,40,Windows,Realtek,5.0,Wi-Fi 5,1.06,15.9,204.0,306.0,2020.0,1,0,,1,1,0,0,1,,,12,9.5,,23080000.0,165.6321180513006
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,16.0,3200.0,256.0,14.0,1920 x 1080,60.0,HD,Micro SD,Kim loại,40,Windows,Realtek,5.0,Wi-Fi 5,1.41,17.9,216.2,321.3,2020.0,1,0,,1,0,0,0,1,,,12,8.5,,17570000.0,157.3505121487356
Dell,i7,2.8,4.7,4.0,8.0,12.0,NVIDIA MX,DDR4,16.0,32.0,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Nhựa,40,Windows,Realtek,5.0,Wi-Fi 5,1.36,16.74,216.2,321.3,2020.0,1,0,,1,0,0,0,1,,,12,9.5,,23930000.0,157.3505121487356
Dell,i5,3.1,4.4,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,3200.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Nhựa,54,Windows,Realtek,5.1,Wi-Fi 6,1.44,17.99,212.8,321.27,2021.0,1,0,,1,0,0,0,1,17.0,4070000.0,12,9.5,22690000.0,18620000.0,157.3505121487356
Dell,i5,1.6,3.9,,,,NVIDIA MX,DDR4,4.0,32.0,2666.0,1024.0,15.6,1920 x 1080,,HD,SD,Nhựa,,Windows,Waves MaxxAudio,,,1.91,18.87,249.0,361.1,2018.0,1,0,,1,0,0,0,1,,,12,4.5,,13380000.0,141.21199808219862
Dell,i5,1.0,3.6,,,,Intel,DDR4,8.0,,3733.0,512.0,13.4,1920 x 1080,,,Micro SD,Kim loại,,Windows,Realtek,5.0,Wi-Fi 6,1.2,14.8,196.0,296.0,2020.0,1,1,,1,0,0,0,0,,,12,3.0,,29510000.0,164.39605746882822
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,,4267.0,256.0,13.4,1920 x 1200,60.0,HD,Micro SD,Kim loại,52,Windows,Stereo,5.1,Wi-Fi 6,1.32,14.35,207.0,297.0,2020.0,1,1,Có,1,0,0,0,0,20.0,,12,6.0,,33260000.0,168.96682624578992
Dell,i5,2.4,4.2,,,,Intel,LPDDR4X,8.0,,4267.0,512.0,13.4,1920 x 1200,,HD,Micro SD,Kim loại,,Windows,Stereo,5.1,Wi-Fi 6,1.2,14.8,198.7,295.7,2020.0,1,1,,1,0,0,0,0,23.0,,12,3.5,,29130000.0,168.96682624578992
Dell,i7,1.8,4.0,,,,Intel,DDR3L,8.0,,1866.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Waves MaxxAudio,4.1,Wi-Fi 5,1.21,11.6,199.0,302.0,2018.0,1,1,,1,0,0,0,0,,,12,3.0,,33200000.0,165.6321180513006
HP,R5,2.1,4.0,6.0,12.0,8.0,AMD,DDR4,8.0,16.0,3200.0,512.0,14.0,1366 x 768,60.0,HD,SD,Nhựa,41,Windows,Other,4.2,Wi-Fi 5,1.47,17.9,225.0,324.0,2021.0,0,0,,0,0,0,0,0,10.0,1840000.0,12,11.0,16890000.0,15050000.0,111.93520355955211
HP,i7,1.8,4.6,,,,NVIDIA MX,DDR4,4.0,,2400.0,1024.0,15.6,1920 x 1080,,HD,SD,Nhựa,,Windows,Realtek,,,2.07,22.5,,,2019.0,0,0,,0,0,0,0,0,,,12,3.0,,14070000.0,141.21199808219862
HP,i5,1.6,3.9,,,,Intel,DDR4,4.0,16.0,2400.0,1024.0,15.6,1920 x 1080,,HD,SD,Nhựa,,Windows,Other,4.2,Wi-Fi 5,1.74,19.9,242.0,358.5,2019.0,0,0,,0,0,0,0,0,,,12,3.0,,12030000.0,141.21199808219862
HP,i7,2.8,4.7,4.0,8.0,12.0,Intel,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,,HD,SD,Nhựa,41,Windows,Realtek,4.2,Wi-Fi 5,1.592,18.0,242.0,358.5,2020.0,0,0,,0,0,0,0,1,14.0,2940000.0,12,7.0,20290000.0,17350000.0,141.21199808219862
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,,HD,SD,Nhựa,41,Windows,Realtek,5.0,Wi-Fi 5,1.592,18.0,242.0,358.5,2020.0,0,0,,0,0,0,0,1,15.0,2800000.0,12,6.0,18190000.0,15390000.0,141.21199808219862
HP,i3,1.2,3.4,2.0,4.0,4.0,Intel,DDR4,4.0,16.0,2666.0,256.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,41,Windows,Stereo,4.2,Wi-Fi 5,1.47,19.9,225.9,324.0,2020.0,0,0,,0,0,0,0,1,,,12,8.5,,10930000.0,157.3505121487356
HP,i3,1.2,3.4,2.0,4.0,4.0,Intel,DDR4,4.0,16.0,2666.0,512.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,41,Windows,Stereo,4.2,Wi-Fi 5,1.47,19.9,225.9,324.0,2020.0,0,0,,0,0,0,0,1,,13490000.0,12,8.5,13490000.0,11720000.0,157.3505121487356
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,3200.0,512.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,41,Windows,Stereo,4.2,Wi-Fi 5,1.426,19.9,225.9,324.0,2020.0,0,0,,0,0,0,0,1,,,12,9.0,,15880000.0,157.3505121487356
HP,R5,2.1,4.0,6.0,12.0,8.0,AMD,DDR4,4.0,16.0,3200.0,256.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,41,Windows,HP Audio Boost,5.2,Wi-Fi 6,1.47,19.9,225.9,324.0,2021.0,0,0,,0,0,0,0,1,,,12,10.0,,13220000.0,157.3505121487356
HP,i3,1.2,3.4,2.0,4.0,4.0,Intel,DDR4,4.0,16.0,2666.0,256.0,14.0,1920 x 1080,,HD,SD,Nhựa,41,Windows,Realtek,5.0,Wi-Fi 5,1.38,17.9,225.0,324.0,2020.0,0,0,,1,0,0,0,1,,12990000.0,12,6.0,12990000.0,10990000.0,157.3505121487356
HP,i3,1.2,3.4,,,,Intel,DDR4,4.0,16.0,2666.0,512.0,14.0,1920 x 1080,,HD,SD,Nhựa,,Windows,Realtek,5.0,Wi-Fi 5,1.346,17.9,225.0,324.0,2020.0,0,0,,1,0,0,0,1,,13890000.0,12,6.5,13890000.0,11810000.0,157.3505121487356
HP,i5,1.0,3.6,4.0,8.0,6.0,Intel,DDR4,8.0,32.0,2666.0,512.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,41,Windows,Realtek,5.0,Wi-Fi 5,1.38,17.9,225.0,324.0,2020.0,0,0,,1,0,0,0,1,,18290000.0,12,7.0,18290000.0,15640000.0,157.3505121487356
HP,i5,1.6,4.2,,,,Intel,DDR4,8.0,32.0,2666.0,512.0,14.0,1920 x 1080,,HD,SD,Nhựa,,Windows,Realtek,5.0,Wi-Fi 5,1.5,19.9,225.9,324.0,2019.0,0,0,,1,0,0,0,1,,,12,5.5,,14300000.0,157.3505121487356
HP,i7,1.8,4.0,,,,Intel,DDR3,8.0,,2133.0,256.0,13.3,1920 x 1080,,FHD,,Kim loại,80,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,15.7,205.0,305.8,2019.0,1,1,Có,1,0,0,0,0,15.0,,12,3.0,,36030000.0,165.6321180513006
HP,i7,1.1,4.7,6.0,12.0,12.0,Intel,DDR4,16.0,,2933.0,512.0,14.0,1920 x 1080,,HD,,Kim loại,78.5,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.32,16.6,202.6,319.3,2020.0,1,1,Có,1,0,0,1,1,,,12,8.0,,42330000.0,157.3505121487356
HP,i7,1.8,4.0,,,,Intel,DDR3,16.0,,2133.0,512.0,13.3,1920 x 1080,,FHD,,Kim loại,80,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,15.7,205.0,305.8,2019.0,1,1,Có,1,0,0,0,0,18.0,,12,3.0,,40940000.0,165.6321180513006
HP,i7,1.8,4.0,,,,Intel,DDR3,16.0,,2133.0,512.0,14.0,1920 x 1080,,FHD,,Kim loại,80,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,16.9,215.0,321.4,2019.0,1,1,Có,1,0,0,0,0,18.0,,12,3.0,,42580000.0,157.3505121487356
HP,i7,1.8,4.9,4.0,8.0,8.0,Intel,DDR4,16.0,32.0,3200.0,512.0,13.3,1920 x 1080,,HD,,Kim loại,53,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.31,17.9,205.0,307.5,2020.0,1,1,Có,1,0,0,1,1,,41590000.0,12,7.0,41590000.0,35560000.0,165.6321180513006
HP,i5,1.6,3.9,,,,Intel,DDR3L,8.0,,2133.0,256.0,13.3,1920 x 1080,,VGA,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.2,15.0,,,2019.0,1,0,,0,0,0,0,0,,,12,3.0,,17600000.0,165.6321180513006
HP,i7,1.8,4.6,,,,Intel,DDR3L,8.0,,2133.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.28,14.9,212.0,307.0,2019.0,1,0,,1,0,0,0,0,18.0,,12,3.0,,22510000.0,165.6321180513006
HP,i7,1.8,4.6,,,,Intel,DDR4,8.0,,2400.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.26,14.9,212.0,307.0,2019.0,1,0,,1,0,0,0,0,,,12,3.0,,22510000.0,165.6321180513006
HP,i5,1.6,4.2,,,,Intel,DDR4,8.0,,2400.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.17,14.7,211.5,307.0,2019.0,1,0,,1,0,0,0,0,,,12,3.0,,17930000.0,165.6321180513006
HP,i5,1.6,4.2,,,,Intel,DDR4,8.0,,2400.0,512.0,13.0,1920 x 1080,,HD,Micro SD,Kim loại,80,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.17,14.7,211.5,307.0,2019.0,1,0,,1,1,0,0,0,,,12,3.0,,18580000.0,169.45439769863833
HP,i7,1.8,4.9,,,,NVIDIA MX,DDR4,8.0,,2400.0,512.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,53,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.17,14.7,211.5,307.0,2019.0,1,0,,1,0,0,0,0,17.0,,12,3.0,,23580000.0,165.6321180513006
HP,i5,1.1,3.7,,,,Intel,DDR4,8.0,,3200.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.258,16.9,194.6,306.5,2020.0,1,1,,1,0,0,0,0,19.0,,12,3.0,,17650000.0,165.6321180513006
HP,i5,1.1,3.7,,,,Intel,DDR4,8.0,,3200.0,512.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.25,16.9,194.6,306.5,2020.0,1,1,,1,0,0,0,0,,,12,3.0,,18830000.0,165.6321180513006
HP,i7,1.3,3.9,,,,Intel,DDR4,8.0,,3200.0,512.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.25,16.9,194.6,306.5,2020.0,1,1,,1,0,0,0,0,15.0,,12,6.0,,23680000.0,165.6321180513006
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,,2933.0,256.0,13.3,1920 x 1080,60.0,HD,Micro SD,Kim loại,51,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,1,1,,1,1,0,0,0,,,12,4.0,,20280000.0,165.6321180513006
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,,2933.0,512.0,13.3,1920 x 1080,60.0,HD,Micro SD,Kim loại,51,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,1,1,,1,1,0,0,0,,,12,7.5,,20620000.0,165.6321180513006
HP,i7,2.8,4.7,4.0,8.0,12.0,Intel,DDR4,8.0,,2933.0,512.0,13.3,1920 x 1080,60.0,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,1,1,,1,1,0,0,0,20.0,6160000.0,12,4.5,30690000.0,24530000.0,165.6321180513006
HP,i7,2.8,4.7,4.0,8.0,12.0,Intel,DDR4,16.0,,2933.0,1024.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,1,1,,1,1,0,0,0,10.0,3700000.0,12,11.0,33990000.0,30290000.0,165.6321180513006
HP,i7,2.6,5.0,,,,NVIDIA GTX,DDR4,16.0,64.0,2933.0,1024.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 6,2.14,18.4,236.8,357.9,2020.0,1,1,Có,1,1,0,0,0,,,12,7.5,,47260000.0,141.21199808219862
HP,R5,2.1,3.7,,,,AMD,DDR4,8.0,,2400.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,80,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212.0,306.0,2019.0,1,0,Có,1,0,0,1,0,,,12,6.0,,19360000.0,165.6321180513006
HP,R7,2.3,4.0,,,,AMD,DDR4,8.0,,2400.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,80,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212.0,306.0,2019.0,1,0,Có,1,0,0,1,0,,,12,3.0,,22020000.0,165.6321180513006
HP,i7,2.6,5.0,,,,NVIDIA RTX,DDR4,16.0,32.0,2933.0,1024.0,15.6,1920 x 1080,,HD,SD,Kim loại,70.9,Windows,DTS,5.0,Wi-Fi 6,2.36,22.5,239.7,357.9,2020.0,1,1,,0,0,0,0,1,14.0,,12,7.5,,47260000.0,141.21199808219862
HP,i7,2.2,4.1,,,,NVIDIA GTX,DDR4,8.0,16.0,2666.0,128.0,15.6,1920 x 1080,,HD,SD,Nhựa,,Windows,Bang & Olufsen,4.2,Wi-Fi 5,2.17,17.9,221.7,326.8,2019.0,1,0,,0,0,0,0,0,,,12,6.0,,24270000.0,141.21199808219862
HP,i5,1.6,3.9,,,,Intel,DDR4,4.0,16.0,2666.0,1024.0,14.0,1920 x 1080,,HD,SD,Nhựa,,Windows,Realtek,4.2,Wi-Fi 5,1.607,19.7,222.9,324.0,2019.0,0,0,Có,0,0,0,0,0,,,12,3.0,,13910000.0,157.3505121487356
HP,i3,2.0,3.7,4.0,8.0,8.0,Intel,DDR4,4.0,16.0,3200.0,256.0,14.0,1920 x 1080,60.0,HD,Micro SD,Kim loại,43,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.41,17.0,216.6,325.0,2021.0,0,0,,0,0,0,0,1,10.0,1620000.0,12,11.0,14890000.0,13270000.0,157.3505121487356
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Kim loại,43,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.41,17.0,216.6,325.0,2021.0,0,0,,0,0,0,0,1,,19790000.0,12,10.0,19790000.0,17450000.0,157.3505121487356
HP,i5,1.6,3.9,,,,Intel,DDR4,4.0,16.0,2666.0,1024.0,15.6,1920 x 1080,,HD,SD,Nhựa,,Windows,Realtek,5.0,Wi-Fi 5,1.75,17.9,245.6,361.6,2019.0,0,0,,0,0,0,0,1,,,12,3.0,,12690000.0,141.21199808219862
HP,i5,1.6,3.9,,,,NVIDIA MX,DDR4,4.0,16.0,2666.0,1024.0,15.6,1920 x 1080,,HD,SD,Kim loại,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.75,17.9,245.6,361.6,2019.0,0,0,,0,0,0,0,1,,,12,3.0,,13340000.0,141.21199808219862
HP,i5,1.6,3.9,,,,NVIDIA MX,DDR4,8.0,16.0,2666.0,1024.0,15.6,1920 x 1080,,HD,SD,Nhựa,,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.83,17.9,245.6,361.6,2019.0,0,0,,0,0,0,0,1,,,12,3.0,,13910000.0,141.21199808219862
HP,i7,2.8,4.7,4.0,8.0,12.0,Intel,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,60.0,HD,Micro SD,Kim loại,41,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.685,17.9,234.0,360.2,2021.0,0,0,,0,0,0,0,1,,,12,9.0,,19720000.0,141.21199808219862
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,60.0,HD,Micro SD,Kim loại,41,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.677,17.9,234.0,360.2,2021.0,0,0,,0,0,0,0,1,13.0,2500000.0,12,8.5,18990000.0,16490000.0,141.21199808219862
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,32.0,3200.0,256.0,15.6,1920 x 1080,60.0,HD,Micro SD,Kim loại,41,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.682,17.9,234.0,360.2,2021.0,0,0,,0,0,0,0,1,13.0,2370000.0,12,8.5,17990000.0,15620000.0,141.21199808219862
HP,i3,2.0,3.7,4.0,8.0,8.0,Intel,DDR4,4.0,32.0,3200.0,512.0,15.6,1920 x 1080,60.0,HD,Micro SD,Kim loại,41,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.682,17.9,234.0,360.2,2021.0,0,0,,0,0,0,0,1,12.0,2010000.0,12,9.0,15790000.0,13780000.0,141.21199808219862
HP,i3,2.0,3.7,4.0,8.0,8.0,Intel,DDR4,4.0,32.0,3200.0,256.0,15.6,1920 x 1080,60.0,HD,Micro SD,Kim loại,41,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.682,17.9,234.0,360.2,2021.0,0,0,,0,0,0,0,1,12.0,1890000.0,12,9.0,14890000.0,13000000.0,141.21199808219862
HP,i7,2.6,5.0,6.0,12.0,12.0,NVIDIA GTX,DDR4,8.0,32.0,2933.0,512.0,15.6,1920 x 1080,,HD,SD,Nhựa,52.5,Windows,Bang & Olufsen,5.0,Wi-Fi 6,2.23,23.4,256.0,360.0,2021.0,1,0,,0,0,0,0,1,,28990000.0,12,6.5,28990000.0,23920000.0,141.21199808219862
HP,i7,2.2,5.0,8.0,16.0,16.0,NVIDIA GTX,DDR4,8.0,32.0,3200.0,512.0,16.1,1920 x 1080,60.0,HD,SD,Nhựa,52.5,Windows,Bang & Olufsen,5.0,Wi-Fi 6,2.35,23.5,262.5,370.0,2020.0,1,0,,0,0,0,0,1,,,12,7.5,,26120000.0,136.82653230324834
HP,i7,2.8,4.7,,,,Intel,DDR4,8.0,32.0,3200.0,512.0,14.0,1920 x 1080,,HD,SD,Nhựa,43,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.65,19.0,221.0,324.0,2020.0,0,0,Có,1,0,0,0,0,,,12,5.0,,18150000.0,157.3505121487356
HP,i3,3.0,4.1,,,,Intel,DDR4,4.0,32.0,3200.0,512.0,14.0,1366 x 768,,HD,Micro SD,Nhựa,45,Windows,HP Audio Boost,5.0,Wi-Fi 6,1.38,19.9,213.9,321.9,2020.0,1,0,,1,0,0,0,1,11.0,1660000.0,12,10.0,14090000.0,12430000.0,111.93520355955211
HP,i5,1.6,3.9,,,,Intel,DDR4,4.0,16.0,2666.0,1024.0,13.3,1366 x 768,,HD,SD,Kim loại,,Windows,Realtek,5.0,Wi-Fi 5,1.52,18.0,230.9,308.6,2019.0,1,0,,1,0,0,0,1,,,12,3.0,,13890000.0,117.82653006268643
HP,i5,1.6,3.9,,,,Intel,DDR4,4.0,16.0,2666.0,256.0,13.3,1366 x 768,,HD,SD,Kim loại,,Windows,Realtek,,,1.45,18.0,230.9,308.6,2019.0,1,0,,1,0,0,0,1,,,12,6.0,,14920000.0,117.82653006268643
HP,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,4.0,32.0,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Nhựa,45,Windows,HP Audio Boost,5.0,Wi-Fi 6,1.38,19.9,213.9,321.9,2021.0,1,0,,1,0,1,0,1,10.0,2210000.0,12,11.0,20290000.0,18080000.0,157.3505121487356
HP,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,4.0,32.0,3200.0,256.0,15.6,1366 x 768,,HD,Micro SD,Kim loại,45,Windows,Realtek,5.0,Wi-Fi 6,1.725,19.9,233.9,359.4,2020.0,1,0,,1,0,0,0,0,,,12,10.5,,12930000.0,100.45466986113651
